""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"
"J04611_at"	"2.74429298312268"	"2.36361197989214"	"3.10277661488344"	"2.93701610746481"	"3.31534047662729"	"2.70757017609794"	"3.35945602012099"	"2.85308952985187"	"3.44138088491651"	"3.09412159584056"	"3.26007138798507"	"2.92427928606188"	"3.00216606175651"	"2.86153441085904"	"3.46134843364798"	"3.17260293120986"	"3.12057393120585"	"2.87563993700417"	"2"	"3.04649516433471"	"3.00432137378264"	"2.48000694295715"	"2.36735592102602"	"2.66086547800387"	"3.14395111642396"	"2.52633927738984"	"2"	"2.9731278535997"	"2"	"3.14674801363064"	"3.32919441508845"	"2.88536122003151"	"2.29003461136252"	"2.83122969386706"
"J04615_at"	"3.35487642251623"	"3.04218159451577"	"3.05115252244738"	"2.9484129657786"	"3.55978696820056"	"2.94497590841205"	"3.00945089579869"	"3.03100428136354"	"3.25983269906348"	"3.02448566769917"	"3.13193929521042"	"3.13767053723676"	"3.33445375115093"	"3.30427505047713"	"2"	"2.83758843823551"	"3.13289976994448"	"2.32014628611105"	"2.84323277809801"	"3.12839926871781"	"2"	"3.18695633546541"	"2"	"2"	"3.09131515969722"	"2"	"2.76192783842053"	"2.99122607569249"	"3.15075643986031"	"2.99782308074573"	"2.95616843047536"	"2"	"2.8234742291703"	"2.98587535730839"
"J04739_at"	"2"	"2"	"2"	"2.04532297878666"	"2"	"2.09691001300806"	"2"	"2.72509452108147"	"2.34044411484012"	"2"	"2.4345689040342"	"2"	"2.21748394421391"	"2.11394335230684"	"2.10380372095596"	"2"	"2"	"2.64443858946784"	"2.53019969820308"	"2.65224634100332"	"2"	"2.17609125905568"	"2.34439227368511"	"2.30535136944662"	"2.39619934709574"	"2.17318626841227"	"2.0899051114394"	"3.20574554094266"	"2.40654018043396"	"2"	"2"	"2.34830486304816"	"2.15533603746506"	"2.37291200297011"
"J04794_at"	"2.84757265914211"	"3.11760269169008"	"2.93651374247889"	"3.07809415040641"	"3.44435712565603"	"3.17840134153376"	"3.42634857378751"	"3.08314414314305"	"3.13640344813399"	"3.32613095671079"	"3.07408468902824"	"3.06069784035361"	"2.7701152947871"	"3.04571405894087"	"3.27415784926368"	"3.09342168516224"	"2.9106244048892"	"3.00043407747932"	"3.08350261983027"	"3.20924684875337"	"3.26646689544024"	"2.93701610746481"	"2.57518784492766"	"2.69372694892365"	"3.04139268515822"	"2.74036268949424"	"2.95808584852109"	"2.49415459401844"	"2.67024585307412"	"2.91539983521227"	"2.90036712865647"	"3.18298496700358"	"3.25261034056737"	"2.90633504180509"
"J04809_rna1_at"	"2.75511226639507"	"2.57287160220048"	"2.1846914308176"	"2"	"2.64443858946784"	"2.86093662070009"	"2.49968708261840"	"2.56466606425209"	"2.48144262850230"	"2.28103336724773"	"2.61278385671974"	"2.59769518592551"	"2.1846914308176"	"2.5854607295085"	"2.51587384371168"	"2.49415459401844"	"2.52244423350632"	"2.01703333929878"	"2.72427586960079"	"2.04532297878666"	"2.45484486000851"	"2"	"2.25767857486918"	"2.69284691927723"	"2.4456042032736"	"2.09691001300806"	"2"	"2"	"2.65127801399814"	"2.54900326202579"	"2"	"2.60852603357719"	"2.82542611776782"	"2"
"J04823_rna1_at"	"3.08062648692181"	"3.26363606858811"	"3.32221929473392"	"3.17609125905568"	"3.73183042028816"	"3.30102999566398"	"3.54232738277397"	"3.38934331125208"	"3.55581968306119"	"3.24748226067705"	"3.10585067438514"	"3.36660971039243"	"3.12483014941386"	"3.42275394130135"	"3.40619942366331"	"3.37162192717602"	"3.31492005599242"	"3.40874860618424"	"3.27508089845686"	"3.41962536088774"	"4.06546767246565"	"3.7681198941848"	"3.56561172490206"	"3.71256552787331"	"3.70748501196747"	"3.223236273103"	"3.35160307241913"	"3.36865871239223"	"2.78461729263288"	"3.5478977175631"	"3.52711411163981"	"3.76335310874822"	"2.65801139665711"	"3.47377883464672"
"J04948_at"	"2.8668778143375"	"2.50920252233110"	"2.78958071216443"	"2.61909333062674"	"2.55990662503611"	"3.32654066851656"	"2.51587384371168"	"2"	"2.60314437262018"	"2.31386722036915"	"2"	"2.58883172559421"	"2.79239168949825"	"2.69983772586725"	"2.81624129999178"	"2.44090908206522"	"2.46982201597816"	"2.81690383937566"	"2.77597433112937"	"2.71432975974523"	"2.47712125471966"	"2.94546858513182"	"2.95664857920520"	"2.60422605308447"	"2"	"2.47421626407626"	"2.63245729218472"	"2.82216807936802"	"2.77305469336426"	"2.42813479402879"	"2"	"2.50242711998443"	"2.88138465677057"	"2.58658730467176"
"J04973_at"	"2.20139712432045"	"2.29446622616159"	"2.83314711191279"	"2.80345711564841"	"3.03140846425162"	"2.73639650227664"	"2.78746047451842"	"2.76937732607614"	"2.66838591669"	"2.97818051693741"	"2.56348108539441"	"2.77451696572855"	"2.52762990087134"	"2.62838893005031"	"3.15594301797184"	"3.03862016194970"	"2.58658730467176"	"2.4456042032736"	"2.44404479591808"	"2"	"2.57170883180869"	"2.73239375982297"	"2.62531245096167"	"2.61804809671209"	"2.78103693862113"	"2.50242711998443"	"2"	"2.19033169817029"	"2.51982799377572"	"2.57403126772772"	"2.60097289568675"	"2.78604121024255"	"2.08278537031645"	"2.63648789635337"
"J04988_at"	"3.75876054390998"	"3.80976166510713"	"3.88092786526709"	"3.70053065697859"	"4.03394620299036"	"3.90325281689396"	"3.80126647048962"	"3.51441492058037"	"3.59150980899465"	"3.98340073818054"	"3.63788981658079"	"3.69486832798246"	"3.79865064544527"	"3.91965328231036"	"3.94772772696332"	"4.08578989032799"	"3.76079931163072"	"3.76982025776359"	"3.5946135091601"	"3.3220124385824"	"3.39689644914252"	"3.86308482532036"	"3.73735169580371"	"3.80976166510713"	"3.89142594284799"	"3.8710472613055"	"3.61878002450621"	"3.60271094495756"	"4.02354052155485"	"3.84825071467704"	"3.81868766344151"	"3.85539799665407"	"3.88366143515362"	"3.57356777303922"
"J04990_at"	"2.88761730033574"	"2.81291335664286"	"2.74036268949424"	"2"	"2.6232492903979"	"2.94101424370557"	"2.48000694295715"	"3.63124078023551"	"2.73399928653839"	"2.46389298898591"	"2.44247976906445"	"2.7481880270062"	"2.47275644931721"	"2.51851393987789"	"2.67577834167409"	"2.60852603357719"	"2.45331834004704"	"3.02857125269254"	"2.9237619608287"	"3.53643217582201"	"3.06966809691160"	"4.20411998265593"	"3.75996985755431"	"3.28645646974698"	"2.99475694458763"	"3.70217195085771"	"2.68841982200271"	"3.95080282296466"	"2.6232492903979"	"2.58658730467176"	"2.33243845991561"	"2.87157293554588"	"3.43743344379797"	"3.00603795499732"
"J05032_at"	"2"	"2.56348108539441"	"2.05307844348342"	"2.5910646070265"	"2.69635638873333"	"2.22530928172586"	"2.62736585659273"	"2.31386722036915"	"2.32221929473392"	"2.25042000230889"	"2"	"2.12385164096709"	"2.18752072083646"	"2.14301480025410"	"2.64048143697042"	"2.64836001098093"	"2.30749603791321"	"2.2405492482826"	"2.08278537031645"	"2.00432137378264"	"2"	"2.2718416065365"	"2.2718416065365"	"2.04139268515823"	"2.38201704257487"	"2.21748394421391"	"2"	"2.45178643552429"	"2.29003461136252"	"2"	"2"	"2.27875360095283"	"2.34635297445064"	"2.63144376901317"
"J05070_at"	"2"	"2"	"2.32428245529769"	"2"	"2"	"2"	"2"	"3.24526583945746"	"2"	"2"	"2"	"2"	"2.4345689040342"	"2.23044892137827"	"2.58092497567562"	"2"	"2.17897694729317"	"2.25285303097989"	"2.89762709129044"	"2.66464197555613"	"2"	"2.12385164096709"	"2"	"2"	"2.37291200297011"	"2"	"2"	"2.88138465677057"	"2.0899051114394"	"2"	"2.12710479836481"	"2"	"2"	"2"
"J05243_at"	"2.89542254603941"	"2.99738638439731"	"2.36735592102602"	"2.70757017609794"	"2.77670118398841"	"2.93500315145365"	"2.78887511577542"	"2.93094903116752"	"2.88817949391833"	"2.58206336291171"	"2.64640372622307"	"2.53655844257153"	"3.06595298031387"	"2.95133751879592"	"3.08849047018240"	"2.88366143515362"	"2.71516735784846"	"2.62428209583567"	"3.13321945673249"	"2.86864443839483"	"2.46834733041216"	"2.03742649794062"	"2"	"2.13033376849501"	"2.54654266347813"	"2"	"2.17897694729317"	"2.52633927738984"	"2.45939248775923"	"2.34242268082221"	"2.36172783601759"	"2"	"2.29003461136252"	"2.45024910831936"
"J05257_at"	"3.2678754193189"	"2.17318626841227"	"2.94792361983173"	"2.38201704257487"	"3.08742645703629"	"2"	"2"	"3.22010808804006"	"3.23603314711764"	"2.26245108973043"	"2.70671778233676"	"2.41830129131975"	"2.68574173860226"	"2.66745295288995"	"2"	"2.3654879848909"	"2"	"2"	"2.76267856372744"	"3.13987908640124"	"2"	"2.35602585719312"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.19589965240923"	"2"	"2.35602585719312"	"2"	"2.55990662503611"
"J05272_at"	"3.06632592536204"	"2.67669360962487"	"2.97220283837906"	"2.98497712641549"	"2.93145787068901"	"3.10585067438514"	"3.00860017176192"	"2.7481880270062"	"2.80821097292422"	"2.64836001098093"	"2.87852179550121"	"2.82282164530310"	"2.90417436828416"	"2.86272752831797"	"3.09096307659573"	"3.01828430842653"	"2.60959440922522"	"3.00560944536028"	"3.001733712809"	"2.82151352840477"	"3.09201847075280"	"3.18610837981321"	"2.80685802951882"	"3.03901732199741"	"3.17666993266815"	"2.94546858513182"	"3.28510702956681"	"2.80753502806885"	"3.15594301797184"	"2.79588001734408"	"2.57978359661681"	"3.21642983087625"	"3.20384846374623"	"3.24674470972384"
"J05500_at"	"2.01283722470517"	"2.83250891270624"	"3.07518185461869"	"2.36735592102602"	"2.46538285144842"	"2.69196510276736"	"2.41664050733828"	"2.75891189239797"	"2.58319877396862"	"2.23299611039215"	"2.2718416065365"	"2.32428245529769"	"2"	"2.21218760440396"	"2.3541084391474"	"2.14301480025410"	"2.02938377768521"	"2.50785587169583"	"2.73639650227664"	"2.61172330800734"	"2.45939248775923"	"2"	"2.80140371001735"	"2.65896484266444"	"2.51851393987789"	"2"	"2.89652621748956"	"2.41995574848976"	"2.40993312333129"	"2.37474834601010"	"2.54900326202579"	"2.71767050300226"	"3.06557971472845"	"2.58658730467176"
"J05556_at"	"2"	"2.25767857486918"	"2.30102999566398"	"2"	"2.10037054511756"	"2.25527250510331"	"2.26481782300954"	"3.18610837981321"	"2.16435285578444"	"2.24551266781415"	"2"	"2.13672056715641"	"2.13353890837022"	"2.36735592102602"	"2.37839790094814"	"2.2718416065365"	"2"	"2.33041377334919"	"2.66558099101795"	"2"	"2"	"2.38381536598043"	"2.04139268515823"	"2.44715803134222"	"2.45024910831936"	"2.11058971029925"	"2.07918124604762"	"3.12710479836481"	"2.19312459835446"	"2.2718416065365"	"2.06818586174616"	"2.20951501454263"	"2.15533603746506"	"2.37291200297011"
"J05614_at"	"3.53071183798166"	"2.55750720190566"	"3.59028440371816"	"3.38201704257487"	"3.75166394626099"	"3.44482519950975"	"3.5434471800817"	"3.67751570479876"	"3.8410464654093"	"3.64286005258449"	"3.22762964957101"	"3.05956341790127"	"2.77959649125782"	"3.25743856685981"	"3.53932706353938"	"3.44122367424261"	"2.29225607135648"	"3.37948681371727"	"3.62345604806993"	"3.37162192717602"	"2"	"2.76342799356294"	"3.07408468902824"	"3.11693964655076"	"3.58489634413745"	"3.16672605558005"	"2.89817648349768"	"3.2087100199064"	"2.82672252016899"	"2.60097289568675"	"3.47085132452612"	"2.65609820201283"	"2.31386722036915"	"2.35983548233989"
"J05682_at"	"2.30535136944662"	"2.10380372095596"	"2"	"2"	"2.3096301674259"	"2.17026171539496"	"2"	"2.04921802267018"	"2.17026171539496"	"2.29446622616159"	"2"	"2"	"2.15836249209525"	"2"	"2.28555730900777"	"2.24303804868629"	"2"	"2.29446622616159"	"2.0899051114394"	"2"	"2"	"2"	"2"	"2.2148438480477"	"2.48429983934679"	"2"	"2.10037054511756"	"2.10037054511756"	"2.35983548233989"	"2"	"2"	"2.28330122870355"	"3.07627625540422"	"2.17609125905568"
"K01383_at"	"2.75127910398334"	"2.65801139665711"	"2.37106786227174"	"2.60959440922522"	"2.58433122436753"	"2.74896286125616"	"2.37291200297011"	"2.44870631990508"	"2"	"2.25527250510331"	"2.52244423350632"	"2.14301480025410"	"2.57749179983723"	"2.64048143697042"	"2.49415459401844"	"2.57287160220048"	"2.56229286445647"	"2.53019969820308"	"2.60314437262018"	"2.58319877396862"	"2.21218760440396"	"2.78031731214015"	"2.60852603357719"	"2.72098574415374"	"2.57978359661681"	"2.42324587393681"	"2.84385542262316"	"2.60852603357719"	"2.63848925695464"	"2.44247976906445"	"2.14301480025410"	"2.65705585285710"	"2.72916478969277"	"2.72997428569956"
"K01396_at"	"2.46089784275655"	"2.02530586526477"	"2.53655844257153"	"2.31175386105575"	"2"	"2.59439255037543"	"2"	"2.8055008581584"	"2.06818586174616"	"2"	"2"	"2.10037054511756"	"2.38916608436453"	"2.50379068305718"	"2.66464197555613"	"2.32014628611105"	"3.32056168019524"	"2.79169064902012"	"2.51719589794997"	"2.26717172840301"	"3.80461641698726"	"2.79795964373720"	"2.75204844781944"	"3.32797162362301"	"3.49872397074790"	"2.9484129657786"	"3.63838940766534"	"3.49817266063654"	"2.51719589794997"	"2.82930377283102"	"2.29003461136252"	"3.73719264270474"	"2.62531245096167"	"3.68538340980149"
"K01911_at"	"2.97589113640179"	"2"	"3.59582677707322"	"2"	"3.64335396197686"	"2.49276038902684"	"2.13353890837022"	"2.89652621748956"	"3.44059426183983"	"3.37032800777951"	"3.35121634533934"	"2.47856649559384"	"2.80071707828239"	"3.47465325336206"	"2"	"3.29225607135648"	"2"	"2.61909333062674"	"3.78347478758225"	"3.2464985807958"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"K02545_cds2_at"	"2.13033376849501"	"2"	"2.04139268515823"	"2.16731733474818"	"2"	"2.29885307640971"	"2"	"2.06818586174616"	"2"	"2"	"2"	"2"	"2.1846914308176"	"2"	"2"	"2.2405492482826"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"K02574_at"	"3.11159852488039"	"3.15075643986031"	"3.42894429003557"	"3.14050804303818"	"3.52504480703684"	"3.09201847075280"	"3.17084820364331"	"3.25454807710897"	"2.8998205024271"	"3.13576851456782"	"2.98677173426624"	"2.88536122003151"	"2.82865989653532"	"3.04960561259497"	"3.36530074863799"	"3.52478544932122"	"2.63748972951251"	"2.98811284026835"	"3.13321945673249"	"3.2043913319193"	"2.8733206018154"	"3.39602489660859"	"3.05076631123304"	"2.69983772586725"	"3.25188145455253"	"3.18752072083646"	"3.10380372095596"	"2.90955602924118"	"3.18695633546541"	"2.95424250943932"	"2.72754125702856"	"3.37419825792908"	"3.5956064348656"	"3.2678754193189"
"K02765_at"	"2"	"2.78958071216443"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.15836249209525"	"2.73399928653839"	"2"
"K03008_cds2_at"	"2.07918124604762"	"2.46834733041216"	"2.40654018043396"	"2.55509444857832"	"2.56702636615906"	"2.83250891270624"	"2"	"2.16435285578444"	"2.06069784035361"	"2.33445375115093"	"2"	"2.25527250510331"	"2.22010808804006"	"2.4983105537896"	"2.35793484700045"	"2.60638136511061"	"2.48572142648158"	"2"	"2.24303804868629"	"2"	"2.15836249209525"	"2.65896484266444"	"2.02530586526477"	"2.43616264704076"	"2.40993312333129"	"2.14921911265538"	"2.66838591669"	"2.14921911265538"	"2"	"2.45024910831936"	"2"	"2.59549622182557"	"2.77742682238931"	"2.40140054078154"
"K03021_at"	"2.15836249209525"	"2.26717172840301"	"2.50920252233110"	"2"	"2"	"2.79448804665917"	"2"	"2.02118929906994"	"2"	"2"	"2.07554696139253"	"2.07918124604762"	"2"	"2.20682587603185"	"2"	"2.00860017176192"	"2"	"2.53402610605613"	"2"	"2.41329976408125"	"2.44715803134222"	"2.25767857486918"	"2"	"2.01283722470517"	"2"	"2.14921911265538"	"2.53907609879278"	"2"	"2.63447727016073"	"2.14612803567824"	"2.33645973384853"	"2.51587384371168"	"2.42813479402879"	"2.48429983934679"
"K03195_at"	"2.53402610605613"	"2.8055008581584"	"3.37254380075907"	"2.84323277809801"	"2.90200289135073"	"2.76937732607614"	"2.73078227566639"	"3.15167623084705"	"2.58206336291171"	"2.54654266347813"	"2.41830129131975"	"2.70586371228392"	"2.80140371001735"	"2.90254677931399"	"2.70671778233676"	"2.94792361983173"	"2.64443858946784"	"2.44247976906445"	"2.80821097292422"	"2.64246452024212"	"2.5327543789925"	"2.87215627274829"	"2.87621784059164"	"2.77158748088126"	"2.48713837547719"	"2.46239799789896"	"2.62013605497376"	"2.69019608002851"	"2.61384182187607"	"2.74115159885179"	"2.88705437805096"	"2.69284691927723"	"3.0733517023869"	"2.79726754083072"
"K03430_at"	"2.64738297011462"	"2.22788670461367"	"2.34439227368511"	"2.79518458968242"	"2.20682587603185"	"2.64640372622307"	"2.38916608436453"	"2.63548374681491"	"2.32428245529769"	"2.45788189673399"	"2.40483371661994"	"2.25527250510331"	"2.50514997831991"	"2.62531245096167"	"2.54032947479087"	"2.67117284271508"	"2.50650503240487"	"2.51054501020661"	"2.73639650227664"	"2"	"3.15654915133178"	"2.7041505168398"	"2"	"2.42160392686983"	"2.65801139665711"	"2.43933269383026"	"2.78175537465247"	"2.3541084391474"	"2.63648789635337"	"2"	"2.31806333496276"	"2.54032947479087"	"2"	"2"
"K03460_at"	"2.65896484266444"	"2.73239375982297"	"2.8555191556678"	"3.02036128264771"	"3.24797326636181"	"3.01870049866624"	"3.04883008652835"	"2.73239375982297"	"2.98632377705077"	"3.13924921757161"	"2.85491302230786"	"3.16046853111904"	"3.3600250891894"	"2.84073323461181"	"3.07881918309885"	"3.21853550521653"	"2.9237619608287"	"3.1156105116743"	"3.001733712809"	"2.68841982200271"	"3.67559505638675"	"3.05499586152914"	"3.12483014941386"	"3.50852971897129"	"2.72263392253381"	"2.95133751879592"	"2.4345689040342"	"3.05461305455689"	"2.95999483832842"	"3.08919836680515"	"3.06445798922692"	"2.84073323461181"	"3.05614226205905"	"2.99913054128737"
"K03515_at"	"3.20139712432045"	"2.90955602924118"	"2.97127584873811"	"2.94250410616808"	"3.15259407792747"	"3.30470589821277"	"3.29380435991934"	"3.20628604441243"	"3.18412335423967"	"3.11260500153457"	"3.20790353038605"	"3.30556631351530"	"3.20951501454263"	"3.03140846425162"	"3.41497334797082"	"3.27369558793009"	"3.11025291735340"	"3.53718922624364"	"3.34163233577805"	"3.24079877111733"	"3.31848072517452"	"3.37602918172818"	"3.23527587668705"	"3.40019248859258"	"3.70346334188329"	"3.56690865522680"	"3.3096301674259"	"3.80441205913771"	"3.65772495420511"	"3.46029632675748"	"3.15136985024746"	"3.25066391946324"	"3.46164856806345"	"3.16554107672237"
"L00352_at"	"2"	"2.46538285144842"	"2.40654018043396"	"2.61172330800734"	"2.35793484700045"	"2"	"2.2148438480477"	"2"	"2"	"2.4345689040342"	"2.23299611039215"	"2.22271647114758"	"2.7160033436348"	"2.75663610824585"	"2.09691001300806"	"2.40823996531185"	"2.73798732633343"	"2.3096301674259"	"2.40483371661994"	"2.20411998265592"	"2.57403126772772"	"2.73559889969818"	"2.47856649559384"	"2.42160392686983"	"2.71516735784846"	"2"	"2"	"2"	"3.22010808804006"	"2.67942789661212"	"2.56466606425209"	"2.72997428569956"	"2.75511226639507"	"2.54654266347813"
"L00635_at"	"2.71516735784846"	"2.66464197555613"	"2.66931688056611"	"2.64443858946784"	"2.69460519893357"	"2.30102999566398"	"2"	"2.64542226934909"	"2"	"2.00860017176192"	"2.30102999566398"	"2"	"2.48855071650044"	"2.54777470538782"	"2.47856649559384"	"2.69108149212297"	"2.50105926221775"	"2.15228834438306"	"2.63548374681491"	"2.32221929473392"	"2"	"2.79028516403324"	"2.67024585307412"	"2.29446622616159"	"2.63648789635337"	"2.50514997831991"	"2.66838591669"	"2.34830486304816"	"2.45939248775923"	"2.53019969820308"	"2.32221929473392"	"2.41161970596323"	"2.55266821611219"	"2.73158876518674"
"L01087_at"	"2.20682587603185"	"2"	"2"	"2.13987908640124"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.33445375115093"	"2.17318626841227"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.44715803134222"
"L01664_at"	"2.15228834438306"	"2"	"2.14921911265538"	"2"	"2"	"2"	"2"	"3.03782475058834"	"2"	"2"	"2"	"2.10037054511756"	"2"	"2"	"2"	"2"	"2"	"2.88536122003151"	"2.53402610605613"	"2.23552844690755"	"2"	"2.82801506422398"	"2.13987908640124"	"2.33645973384853"	"3.31764554322116"	"2.44247976906445"	"3.27392678010053"	"3.03782475058834"	"2"	"2.38201704257487"	"2.31806333496276"	"2"	"2"	"2"
"L02426_at"	"2.94101424370557"	"2.82994669594164"	"3.17231096852195"	"2.94051648493257"	"3.42390091852842"	"2.83758843823551"	"3.18525876529658"	"2.87621784059164"	"3.19005141775921"	"3.00987563371216"	"2.99563519459755"	"2.98632377705077"	"2.91645394854993"	"3.07700432679335"	"3.41713940972733"	"3.36304759452109"	"3.20682587603185"	"3.00902574208691"	"2.46239799789896"	"2.96614173273903"	"3.182129214053"	"3.3600250891894"	"3.16908635748702"	"3.09864372581706"	"3.01661554755718"	"2.69810054562339"	"2.79309160017658"	"2.86272752831797"	"3.10209052551184"	"3.05499586152914"	"3.26904570965762"	"3.001733712809"	"3.13545069934551"	"3.19865708695442"
"L02867_at"	"2"	"2"	"2"	"2"	"2"	"2.92582757462474"	"2"	"2.34439227368511"	"2"	"2"	"2"	"2.24551266781415"	"2"	"2"	"2"	"2"	"2"	"2"	"2.23552844690755"	"2"	"2.45024910831936"	"2"	"2.51982799377572"	"2"	"2.49554433754645"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.04532297878666"	"2"
"L02950_at"	"2"	"2"	"2.08278537031645"	"2.3541084391474"	"2"	"2.3654879848909"	"2"	"2"	"2"	"2"	"2.01283722470517"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.41830129131975"	"2"	"2"	"2"	"2.14612803567824"	"2"	"2.11058971029925"	"2"	"2.25285303097989"	"2"	"2"	"2"	"2.27646180417324"	"2"	"2.17318626841227"	"2.28330122870355"
"L03532_at"	"3.45530177165708"	"2.69635638873333"	"3.24919835739111"	"3.07188200730613"	"3.41246054742996"	"3.2692793897719"	"3.14238946611884"	"3.05384642685225"	"3.34635297445064"	"3.03742649794062"	"3.12188798510368"	"3.10380372095596"	"3.34163233577805"	"3.49899936358015"	"3.43917473984347"	"3.42209716313171"	"3.33705972632052"	"3.0068937079479"	"3.04688519083771"	"2.92992956008459"	"2.23804610312880"	"3.40157284567645"	"3.06744284277638"	"3.11826472608948"	"3.14113609012074"	"2.7701152947871"	"2.64836001098093"	"2.75739602879302"	"3.15014216184856"	"3.11058971029925"	"3.32735893438633"	"3.03702787975578"	"2.83442070368153"	"2.83122969386706"
"L03785_at"	"2.60205999132796"	"2.8561244442423"	"2.4456042032736"	"2.59328606702046"	"2.79098847508882"	"2.83632411570675"	"2.48572142648158"	"2.41830129131975"	"2.49692964807321"	"2"	"2"	"2.38738982633873"	"2.61384182187607"	"2.58658730467176"	"2.63548374681491"	"2.56229286445647"	"2.60852603357719"	"2.71096311899528"	"2.82542611776782"	"2.45788189673399"	"2.41497334797082"	"2.78532983501077"	"2.87737134586977"	"2.99475694458763"	"2.67486114073781"	"2.28330122870355"	"2.77742682238931"	"2.51321760006794"	"2.64246452024212"	"2.77887447200274"	"2.25527250510331"	"2.65801139665711"	"3.03822263836872"	"2.63144376901317"
"L04490_at"	"2"	"2.78031731214015"	"2.67394199863409"	"2.58433122436753"	"2.70500795933334"	"2"	"2.84447717574568"	"2"	"2.8750612633917"	"2.64048143697042"	"2.72345567203519"	"2.62013605497376"	"2.20411998265592"	"2.31175386105575"	"2.93247376467715"	"2.53529412004277"	"3.01994668167884"	"2.99166900737995"	"2.38738982633873"	"2.71264970162721"	"3.08849047018240"	"2.51587384371168"	"2"	"2.87621784059164"	"2"	"2.07554696139253"	"2"	"2.87098881376058"	"2"	"2.93851972517649"	"2.78675142214556"	"2"	"2.73798732633343"	"2"
"L04733_at"	"2.50242711998443"	"2.43616264704076"	"2.47421626407626"	"2.58433122436753"	"2.8318697742805"	"2.29666519026153"	"2.35793484700045"	"2.14301480025410"	"2"	"2.46389298898591"	"2.69722934275972"	"2"	"2"	"2.23044892137827"	"2.73319726510657"	"2.77597433112937"	"2.65417654187796"	"2.02938377768521"	"2.59769518592551"	"2"	"2.41830129131975"	"2.71180722904119"	"2"	"2.05690485133647"	"2.26007138798507"	"2"	"2"	"2.09691001300806"	"2.05690485133647"	"2"	"2.07554696139253"	"2.66745295288995"	"2.65030752313194"	"2.73559889969818"
"L04953_at"	"2.65609820201283"	"2.60314437262018"	"2"	"2.12710479836481"	"2.08278537031645"	"2.40823996531185"	"2.27875360095283"	"2.56820172406700"	"2.37657695705651"	"2.37657695705651"	"2.55388302664387"	"2.55388302664387"	"2"	"2.07188200730613"	"2.00432137378264"	"2"	"2"	"2.34635297445064"	"2"	"2.37657695705651"	"2.11058971029925"	"3.04493154614916"	"2.2148438480477"	"2.77378644498119"	"2.50379068305718"	"2.21218760440396"	"2.50242711998443"	"2"	"2.51188336097887"	"2.26717172840301"	"2.26481782300954"	"2.67394199863409"	"2.29446622616159"	"2.31386722036915"
"L05148_at"	"2.90254677931399"	"2.48855071650044"	"2.56229286445647"	"2.79028516403324"	"2.81491318127507"	"3.04218159451577"	"2.74663419893758"	"2.74036268949424"	"2.85913829729453"	"2.63948648926859"	"2.60959440922522"	"2.86746748785905"	"3.04727486738418"	"2.83569057149243"	"3.00302947055362"	"2.91698004732038"	"2.98944981766669"	"2.7701152947871"	"3.04296907339318"	"2.33845649360460"	"2.43616264704076"	"2.85793526471943"	"2.52762990087134"	"2.64738297011462"	"2.67117284271508"	"2.49692964807321"	"2.47129171105894"	"2.4983105537896"	"2.65321251377534"	"2.79239168949825"	"2.63346845557959"	"2.73559889969818"	"2.84447717574568"	"2.8998205024271"
"L05424_cds2_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.08278537031645"	"2.16136800223497"	"2"	"2.10037054511756"	"2"	"2"	"2.04532297878666"	"2"	"2"	"2"	"2"	"2.7427251313047"	"2.37474834601010"	"2.56702636615906"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"L05425_at"	"2.18184358794477"	"2.09342168516224"	"2.12057393120585"	"2.37474834601010"	"2.11394335230684"	"2.25527250510331"	"2.65609820201283"	"2.37106786227174"	"2"	"2.14301480025410"	"2.23299611039215"	"2.20139712432045"	"2.15533603746506"	"2.36172783601759"	"2.54032947479087"	"2.40312052117582"	"2.42651126136458"	"2"	"2.24797326636181"	"2"	"2"	"2.67024585307412"	"2"	"2"	"2.34439227368511"	"2"	"2"	"2.31386722036915"	"2.26951294421792"	"2.05307844348342"	"2.22788670461367"	"2"	"2.13033376849501"	"2.26245108973043"
