""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"
"L16895_at"	"2.35024801833416"	"2.05690485133647"	"2.37657695705651"	"2.45024910831936"	"2"	"2.19865708695442"	"2.29225607135648"	"2.30535136944662"	"2.26007138798507"	"2"	"2"	"2"	"2"	"2.10037054511756"	"2"	"2"	"2.20411998265592"	"2"	"2"	"2"	"2.00860017176192"	"2.1846914308176"	"2.14612803567824"	"2"	"2.08278537031645"	"2"	"2.39794000867204"	"2.02530586526477"	"2.3541084391474"	"2.30319605742049"	"2.21748394421391"	"2.21748394421391"	"2.32837960343874"	"2"	"2.39619934709574"	"2.19312459835446"	"2.38916608436453"	"2.07918124604762"
"L16896_at"	"2.1846914308176"	"2"	"2"	"2.60314437262018"	"2.13987908640124"	"2"	"2"	"2.22788670461367"	"2"	"2"	"2"	"2.08635983067475"	"2"	"2"	"2.38560627359831"	"2"	"2"	"2"	"2.01283722470517"	"2.80821097292422"	"2"	"2"	"2"	"2"	"2.27646180417324"	"2"	"2"	"2.16731733474818"	"2.44870631990508"	"2"	"2.63948648926859"	"2.06445798922692"	"2"	"2"	"2"	"2"	"2"	"2"
"L16991_at"	"2.53529412004277"	"2.56584781867352"	"2.85973856619715"	"2.66651798055488"	"2.37106786227174"	"2"	"2"	"2"	"2.35218251811136"	"2.80617997398389"	"2.65801139665711"	"2"	"2.47129171105894"	"2.42975228000241"	"2.84198480459011"	"2.4456042032736"	"2"	"2"	"2"	"2.65321251377534"	"2.00860017176192"	"2.16435285578444"	"2.17026171539496"	"2"	"2.73639650227664"	"2.04921802267018"	"2.83884909073726"	"2"	"2"	"2.55630250076729"	"2.32837960343874"	"2"	"2"	"2"	"2.64246452024212"	"2"	"2"	"2.08635983067475"
"L17131_rna1_at"	"3.68133170596917"	"3.45530177165708"	"3.42291798076766"	"3.64552051490587"	"3.77004155431967"	"3.46760810558363"	"3.70850588095524"	"3.088844562727"	"3.86658267706355"	"3.82827311205207"	"3.53869937954241"	"3.35295391171009"	"3.66539335027971"	"3.68663626926229"	"3.87285524470481"	"3.44012160318780"	"3.6368889069838"	"3.62991903550354"	"3.4295908022233"	"3.70791066571311"	"3.10243370568134"	"3.02571538390134"	"3.62055244472944"	"3.62138402848165"	"3.56690865522680"	"3.62055244472944"	"3.15715443990628"	"3.88280904139244"	"3.62920565710230"	"3.76982025776359"	"4.02464983117944"	"3.74209640230324"	"3.96595388910206"	"3.75388933145983"	"3.85545858038604"	"3.68841982200271"	"3.49692964807322"	"3.55834850876162"
"L17327_at"	"2"	"2.47567118832443"	"2.81023251799508"	"2.11394335230684"	"2.23299611039215"	"2.76417613239033"	"2.84633711212981"	"2.61909333062674"	"2.8318697742805"	"2.79657433321043"	"2.50379068305718"	"2.51321760006794"	"2.00860017176192"	"2"	"2"	"2.19033169817029"	"2.85793526471943"	"2.26951294421792"	"2.22271647114758"	"2.04921802267018"	"2"	"2.58319877396862"	"2.67942789661212"	"2.16136800223497"	"2.27875360095283"	"2.51851393987789"	"2"	"2.09342168516224"	"2.68394713075151"	"2"	"2.7427251313047"	"2.79588001734408"	"2"	"2.07554696139253"	"2"	"2"	"2.92582757462474"	"2.36735592102602"
"L18960_at"	"3.02325245963371"	"3.18412335423967"	"3.24254142829838"	"2.95472479097906"	"3.27276958655176"	"2.75204844781944"	"3.09898963940118"	"3.08026562733984"	"3.0542299098634"	"2.88592633980143"	"2.97358962342726"	"3.05499586152914"	"3.18412335423967"	"3.12221587827283"	"3.16554107672237"	"2.90848501887865"	"3.12613140726198"	"2.71180722904119"	"2.7701152947871"	"3.33061666729444"	"3.31848072517452"	"2.88930170250631"	"2.75663610824585"	"3.21537315278342"	"3.09933527768596"	"3.09725730969342"	"2.76566855475901"	"3.1152775913959"	"3.16345955176999"	"3.03782475058834"	"3.07481644064517"	"3.11360915107303"	"3.09131515969722"	"2.84198480459011"	"3.13161866434913"	"3.06445798922692"	"3.05192391604611"	"3.3040594662176"
"L18972_at"	"2.7419390777292"	"2.5910646070265"	"2.88138465677057"	"2.63848925695464"	"2.71516735784846"	"2.72098574415374"	"2.7664128471124"	"2.49554433754645"	"2.84385542262316"	"2.81424759573192"	"2.64542226934909"	"2.48287358360875"	"2.66181268553726"	"2.73719264270474"	"2.76566855475901"	"2.61066016308988"	"2.64246452024212"	"2.60314437262018"	"2.50379068305718"	"2.92685670894969"	"2.66651798055488"	"2.57978359661681"	"2.68484536164441"	"2.7701152947871"	"2.51587384371168"	"2.69983772586725"	"2.69108149212297"	"2.71349054309394"	"2.58771096501891"	"2.67577834167409"	"2.46686762035411"	"2.58994960132571"	"2.72997428569956"	"2.43775056282039"	"2.50105926221775"	"2.57863920996807"	"2.5854607295085"	"2.6170003411209"
"L18983_at"	"3.50974001557038"	"3.24501887073775"	"3.60205999132796"	"3.26197619139781"	"3.32919441508845"	"3.33945144130644"	"3.42061577062576"	"3.39269695325967"	"3.50718097726024"	"3.23299611039215"	"3.20221577580113"	"3.05153839051533"	"3.18639121569549"	"3.24427712080184"	"3.1215598441875"	"3.20817252666712"	"3.46938013584993"	"3.14952701375435"	"3.12090281761453"	"3.47465325336206"	"2.97127584873811"	"3.26552533521907"	"3.22271647114758"	"3.27207378750001"	"3.21879799811174"	"3.17955179116519"	"3.58602438238698"	"3.32469391386177"	"3.29534714833362"	"3.39967372148104"	"3.31175386105575"	"3.37162192717602"	"3.32980452216407"	"3.03100428136354"	"3.62838893005031"	"3.27669152884504"	"3.35353155907776"	"3.65243974758942"
"L19067_at"	"2.95616843047536"	"2.81424759573192"	"2.91434315711944"	"2.83884909073726"	"2.62428209583567"	"2.62221402296630"	"2.94694327069783"	"2.89486965674525"	"3.06520612805431"	"2.6414741105041"	"2.99343623049761"	"2.62838893005031"	"2.7481880270062"	"2.68484536164441"	"2.80821097292422"	"2.47567118832443"	"3.07151380509509"	"2.74507479158206"	"2.91855453055027"	"3.40739090447073"	"3.15533603746506"	"2.73957234445009"	"2.59988307207369"	"3.07077646284343"	"2.62634036737504"	"3.10516942799933"	"3.00086772153123"	"3.13097669160562"	"2.83122969386706"	"3.16967443405881"	"3.08778141780954"	"3.19728055812562"	"2.92634244662566"	"2.80071707828239"	"3.09760432887441"	"2.87390159786446"	"3.09307130637606"	"2.91645394854993"
"L19161_at"	"2.48287358360875"	"2"	"2.34242268082221"	"2.47275644931721"	"2.60205999132796"	"2.08635983067475"	"2.52633927738984"	"2.12710479836481"	"2.60314437262018"	"2.8109042806687"	"2"	"2.52633927738984"	"2.65705585285710"	"2.36172783601759"	"2.71096311899528"	"2.77742682238931"	"2.29446622616159"	"2.42488163663107"	"2.80071707828239"	"3.07261747654524"	"2"	"2"	"2.29885307640971"	"2.74429298312268"	"2.41995574848976"	"2.25767857486918"	"2.65513843481138"	"2.11058971029925"	"2.19312459835446"	"2.10037054511756"	"2.42813479402879"	"2.58319877396862"	"2.78604121024255"	"2"	"2.53907609879278"	"2.55870857053317"	"2.0899051114394"	"2.68841982200271"
"L19183_at"	"2.26481782300954"	"2.14921911265538"	"2.35024801833416"	"2.06069784035361"	"2"	"2.15228834438306"	"2.10037054511756"	"2.46538285144842"	"2.67851837904011"	"2.11394335230684"	"2.42813479402879"	"2.02530586526477"	"2.64443858946784"	"2.29446622616159"	"2.40483371661994"	"2"	"2.86391737695786"	"2.5910646070265"	"2.00860017176192"	"2.56820172406700"	"2.48144262850230"	"2.20411998265592"	"2.26481782300954"	"2.58658730467176"	"2.06069784035361"	"2.13353890837022"	"2.23804610312880"	"2.3096301674259"	"2"	"2"	"2"	"2"	"2.30749603791321"	"2"	"2.22010808804006"	"2.40823996531185"	"2.14612803567824"	"2"
"L19267_at"	"3.12548126570059"	"3.02938377768521"	"3.24674470972384"	"3.03662889536216"	"2.25042000230889"	"3.04296907339318"	"3.05192391604611"	"3.15896526038341"	"2.47856649559384"	"2.77887447200274"	"3.0733517023869"	"3.01661554755718"	"2.93550726582471"	"2.88649072517248"	"2.92890769024395"	"3.01494034979294"	"2.53529412004277"	"2.47567118832443"	"2.77887447200274"	"2.66931688056611"	"3.07773117965239"	"3.07114529045108"	"3.15594301797184"	"3.14332712999205"	"3.08813608870055"	"3.17868923977559"	"2"	"2.95520653754194"	"2.98721922990801"	"2.41995574848976"	"2.96614173273903"	"2.98452731334379"	"2"	"2.70926996097583"	"2"	"2"	"2.98407703390283"	"2"
"L19314_at"	"2.48144262850230"	"2.41995574848976"	"2.88986172125819"	"2.52244423350632"	"2.04532297878666"	"2.26245108973043"	"2.31806333496276"	"2.39967372148104"	"2.24551266781415"	"2.68033551341456"	"2.28330122870355"	"2.25767857486918"	"2.35793484700045"	"2.56229286445647"	"2"	"2.37106786227174"	"2.39269695325967"	"2.55144999797288"	"2.37474834601010"	"2.35218251811136"	"2.38201704257487"	"2.30102999566398"	"2.41830129131975"	"2.67851837904011"	"2.47421626407626"	"2.25527250510331"	"2"	"2.63346845557959"	"2.63144376901317"	"2.28780172993023"	"2.40654018043396"	"2.43616264704076"	"2.31175386105575"	"2.28555730900777"	"2.48572142648158"	"2.45178643552429"	"2.66464197555613"	"2"
"L19437_at"	"2.99563519459755"	"3.41580772763554"	"3.25382243870807"	"3.30449052777349"	"3.28148788794008"	"3.02857125269254"	"3.00902574208691"	"3.07445071895459"	"3.42813479402879"	"3.1156105116743"	"3.02530586526477"	"3.31659930209386"	"3.21774707326279"	"3.32899085544943"	"3.26221370547642"	"3.13289976994448"	"3.6232492903979"	"3.14798532068381"	"3.03502928220237"	"3.45530177165708"	"3.22634208716363"	"2.53529412004277"	"2.97127584873811"	"3.20736503746907"	"3.28465628278852"	"3.2692793897719"	"2.72835378202123"	"3.54270096944811"	"3.23401081758718"	"3.53907609879278"	"3.42991369776375"	"3.37894269861344"	"3.33405144034689"	"3.32531037171106"	"3.42406452541749"	"3.57112627708431"	"3.39950066131461"	"3.15228834438306"
"L19605_at"	"3.25285303097989"	"3.49899936358015"	"3.40942586867144"	"3.06220580881971"	"3.04688519083771"	"3.25406445291434"	"4.19556758065973"	"3.05918461763137"	"3.55424680816611"	"3.26434550705009"	"3.15896526038341"	"2.95999483832842"	"3.25767857486918"	"3.43838410703471"	"3.15685190107001"	"3.22891340599469"	"3.50555693866382"	"3.22608411597582"	"3.03981055414835"	"3.27531135454181"	"3.01029995663981"	"2.97358962342726"	"3.24328614608345"	"3.055378331375"	"3.088844562727"	"3.39654803798713"	"2.97173959088778"	"3.3285834497142"	"3.16967443405881"	"3.4696747725518"	"3.14050804303818"	"2.92890769024395"	"3.21984638602436"	"3.11793383503964"	"3.39164070349239"	"3.32817566143832"	"3.5009222391903"	"3.18780263871842"
"L19686_rna1_at"	"2.89486965674525"	"3.86093662070009"	"3.79615787690691"	"2.79448804665917"	"3.7880976333803"	"3.55424680816611"	"2"	"2"	"3.98654781341472"	"3.83352958175864"	"3.76064861958136"	"3.64127575723191"	"3.48685535527694"	"3.74904026870346"	"3.77371332527702"	"3.52491514753987"	"3.49858620881752"	"3.76140155749863"	"3.23477029516092"	"3.90536406876689"	"2.98855895687862"	"2.78746047451842"	"3.6341748717626"	"3.41780372263988"	"3.43743344379797"	"3.56205482965638"	"2.93550726582471"	"3.4884096889032"	"2.75739602879302"	"3.34458874257871"	"2.88592633980143"	"2.64933485871214"	"3.41396997174806"	"3.55436800099009"	"3.49789674291322"	"3.75572244490346"	"3.36642295722597"	"2"
"L19711_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2.12710479836481"	"2.65801139665711"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.08635983067475"	"2.79028516403324"	"2"	"2.02938377768521"	"2.43933269383026"	"2"	"2"	"2"	"2.36735592102602"	"2.11727129565576"	"2"	"2.72672720902657"	"2"	"2.08635983067475"	"2"	"2.40312052117582"	"2.28555730900777"	"2.22010808804006"	"2"	"2.06818586174616"	"2"	"2"	"2.42651126136458"
"L19779_at"	"3.66838591669"	"3.66689221106654"	"3.39585037601878"	"3.49872397074790"	"3.50310943667137"	"3.07845681805329"	"3.65590641818022"	"3.16256440652302"	"3.25478968739721"	"3.75602721297344"	"3.09621458534641"	"4.04723591545968"	"3.6262376851469"	"2.92479599579791"	"3.45117215751254"	"3.49094120535679"	"3.72745992085791"	"2.96941591235398"	"3.01911629044707"	"3.79372055681352"	"3.43136376415899"	"3.44855173920158"	"3.08350261983027"	"3.81730087839332"	"4.05967699358476"	"3.80712895559242"	"3.22479195649268"	"4.20411998265593"	"3.02325245963371"	"3.97552371296033"	"4.20411998265593"	"4.02423930606909"	"3.8746557325981"	"3.91046431599561"	"4.20411998265593"	"3.72197540158595"	"4.04684620394582"	"3.59758550175220"
"L19871_at"	"2"	"2.94743372188705"	"2"	"2.20411998265592"	"2.27875360095283"	"2.18752072083646"	"2.20682587603185"	"2.40483371661994"	"2.27875360095283"	"3.22608411597582"	"2.82477646247555"	"2.56702636615906"	"2.25042000230889"	"2.2148438480477"	"2.13987908640124"	"2"	"2"	"2.22530928172586"	"2.40993312333129"	"2.86510397464113"	"2.13672056715641"	"2"	"2"	"2"	"3.07881918309885"	"2.19312459835446"	"2.14301480025410"	"2.3096301674259"	"2.23044892137827"	"2.36361197989214"	"2.91645394854993"	"2.59879050676312"	"3.57668680520100"	"2"	"2.51454775266029"	"2.04921802267018"	"2.55022835305509"	"2.86569605991607"
"L19872_at"	"2"	"2.72098574415374"	"2"	"2"	"2.22010808804006"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.06069784035361"	"2"	"2.06445798922692"	"2"	"2.53655844257153"	"2.07188200730613"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.09342168516224"	"2"	"2.96473092105363"	"2.20411998265592"	"2.08278537031645"	"2.42975228000241"	"2.05690485133647"	"2.99166900737995"	"2.33041377334919"	"2.32014628611105"	"2"
"L20010_at"	"3.20844135643857"	"3.15136985024746"	"3.13924921757161"	"2.91115760873998"	"3.07371835034612"	"3.12613140726198"	"3.18098558078673"	"2.88817949391833"	"3.45362407359145"	"3.06220580881971"	"3.30319605742049"	"2.56348108539441"	"3.33081946649584"	"3.17114115102838"	"3.25017594808392"	"2.90633504180509"	"3.35391623092036"	"2.78675142214556"	"3.09201847075280"	"3.5388249889379"	"3.16643011384328"	"2.74585519517373"	"3.19865708695442"	"3.25163822044821"	"2.83884909073726"	"3.10720996964787"	"3.02653326452330"	"3.07954300740291"	"3.09025805293132"	"2.92064500140679"	"3.05766610390983"	"2.66181268553726"	"2.79795964373720"	"2.77232170672292"	"2.77232170672292"	"2.99299509843134"	"3.05269394192497"	"2.72672720902657"
"L20298_at"	"3.11058971029925"	"3.24353410183206"	"3.39950066131461"	"3.25358028956218"	"3.38578495884334"	"2.99738638439731"	"3.23299611039215"	"2.89097959698969"	"3.46657107238635"	"3.20951501454263"	"3.08493357493672"	"2.69897000433602"	"3.4144719496293"	"3.23729233756746"	"3.31175386105575"	"3.30535136944662"	"3.43759203225396"	"2.84447717574568"	"3.30685374869301"	"3.63002085111341"	"3.19755621315354"	"2.90036712865647"	"2.69810054562339"	"3.37566361396089"	"2.84135947045485"	"3.03100428136354"	"3.03302144468291"	"2.88649072517248"	"2.68841982200271"	"3.16494737262184"	"2.82542611776782"	"2.72427586960079"	"3.02938377768521"	"2.7419390777292"	"2.90145832139611"	"3.12254352406875"	"2.95279244304409"	"2.70329137811866"
"L20316_at"	"3.16583762469013"	"3.08671566394488"	"3.36735592102602"	"2.94398887507377"	"3.08564728829686"	"3.15986784709257"	"3.27760921430409"	"3.23223352111473"	"3.2397998184471"	"3.15654915133178"	"3.03662889536216"	"3.04375512696868"	"3.11494441571258"	"3.10619089726342"	"2.84509804001426"	"3.10105935490812"	"3.17172645365323"	"2.84695532501982"	"2.91645394854993"	"2.58206336291171"	"2.66745295288995"	"3.09025805293132"	"2.9604707775343"	"3.03502928220237"	"3.04766419460156"	"2.86153441085904"	"3.00560944536028"	"3.23274206272074"	"3.17260293120986"	"3.28510702956681"	"3.27829620809127"	"3.3040594662176"	"3.22582599146189"	"2.83442070368153"	"3.28080592839367"	"3.25911584418507"	"3.08457627793433"	"3.38987455839099"
"L20591_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"L20773_at"	"3.28126068705501"	"3.08350261983027"	"3.18920948958231"	"2.96661098668193"	"2.92890769024395"	"2.8561244442423"	"2.93094903116752"	"2.98677173426624"	"3.17464119266045"	"3.01283722470517"	"3.09691001300806"	"2.98181860717066"	"2.83884909073726"	"3.02816441942447"	"2.92582757462474"	"2.98407703390283"	"2.89320675305985"	"2.82865989653532"	"2.77887447200274"	"3.35793484700045"	"2.90036712865647"	"2.89153745767256"	"2.89209460269048"	"3"	"2.76863810124761"	"2.90741136077459"	"2.86805636182304"	"2.87852179550121"	"2.80208925788173"	"2.94051648493257"	"2.99299509843134"	"3.05956341790127"	"2.94987770403687"	"2.82801506422398"	"2.99343623049761"	"2.91855453055027"	"3.10037054511756"	"2.89542254603941"
"L20815_at"	"2.64542226934909"	"2.78604121024255"	"2.8109042806687"	"2.72591163229505"	"2.53147891704226"	"2.64048143697042"	"2.98632377705077"	"2.90417436828416"	"2.84198480459011"	"2.68394713075151"	"2.40993312333129"	"2.42651126136458"	"2.45939248775923"	"2.64836001098093"	"2.31597034545692"	"2.24303804868629"	"2.53781909507327"	"2.58319877396862"	"2.52504480703685"	"2.65224634100332"	"2.48713837547719"	"2.40312052117582"	"2.71933128698373"	"2.76715586608218"	"2.70243053644553"	"2.55870857053317"	"2.75050839485135"	"2.64345267648619"	"2.51719589794997"	"2.77597433112937"	"2.76267856372744"	"2.86510397464113"	"2.77378644498119"	"2.17897694729317"	"2.77305469336426"	"2.87273882747267"	"2.8109042806687"	"2.8208579894397"
"L20941_at"	"3.42390091852842"	"3.83026780093364"	"3.52981519664463"	"3.21642983087625"	"3.34024576156793"	"3.46996920949996"	"3.27531135454181"	"3.34103863167752"	"3.71138537909845"	"3.36810085170935"	"3.59626712639552"	"3.623972512017"	"3.56925683332861"	"3.39199307225971"	"3.69618158716852"	"3.32263271169222"	"3.59922786277380"	"3.27669152884504"	"3.23350376034113"	"3.74764481932825"	"3.50147007210041"	"3.93801909747621"	"3.39880773020326"	"3.27323283404305"	"3.71775369321072"	"3.61531865661148"	"3.05230909964732"	"3.40432046722173"	"3.08849047018240"	"4.14497873802003"	"4.12440639974503"	"4.20411998265593"	"4.11584340411282"	"3.91450182282731"	"4.09513446693984"	"3.51188336097887"	"3.82923942814139"	"4.16049854352235"
"L20971_at"	"2.49276038902684"	"2.53655844257153"	"2"	"2"	"2.33845649360460"	"2"	"2"	"3.14144977340047"	"2"	"2"	"2"	"3.04453976039241"	"3.51507867507592"	"2"	"2.36361197989214"	"2.7041505168398"	"2.18184358794477"	"2"	"3.45924166487808"	"3.67440181284528"	"2"	"2.37657695705651"	"2"	"2"	"3.19089171692217"	"3.05192391604611"	"2.38381536598043"	"2.13987908640124"	"2"	"2.91115760873998"	"2.93094903116752"	"2.21218760440396"	"3.24797326636181"	"2.53907609879278"	"2"	"2"	"2.14301480025410"	"3.15926633109349"
"L21893_at"	"2.59879050676312"	"2.36172783601759"	"2.93951925261862"	"2.78532983501077"	"2.59879050676312"	"2.72098574415374"	"2.73559889969818"	"3.01029995663981"	"2.71516735784846"	"2.36921585741014"	"2.30535136944662"	"2"	"2.65321251377534"	"2.70329137811866"	"2.50242711998443"	"2.69810054562339"	"3.10924096858820"	"2.72098574415374"	"2.65224634100332"	"2.77085201164214"	"2.07188200730613"	"2.63447727016073"	"2.82477646247555"	"2.74896286125616"	"2.32837960343874"	"2.30319605742049"	"3.04688519083771"	"2.78746047451842"	"2.91328390176042"	"2.8234742291703"	"2.73078227566639"	"2.60097289568675"	"2.58658730467176"	"2.49276038902684"	"2.68033551341456"	"2.77742682238931"	"2.76937732607614"	"2.93601079571521"
"L21936_at"	"2.7419390777292"	"2.31386722036915"	"2.67486114073781"	"2.80345711564841"	"2.87563993700417"	"2.55870857053317"	"2.4983105537896"	"2.77085201164214"	"2.81491318127507"	"2.50650503240487"	"2.68304703823885"	"2.20139712432045"	"2.85733249643127"	"2.97909290063833"	"3.22737244228964"	"2.60745502321467"	"2.74350976472843"	"2.98766626492627"	"2.8926510338773"	"3.07990446766672"	"3.23223352111473"	"2.46982201597816"	"2.47712125471966"	"2.94743372188705"	"2.43296929087441"	"3.01786771896351"	"2.48429983934679"	"2.65896484266444"	"2.39794000867204"	"2.59769518592551"	"2.49554433754645"	"2.47856649559384"	"2.57170883180869"	"2.51719589794997"	"2.55022835305509"	"2.66745295288995"	"2.60530504614111"	"2.49968708261840"
"L21954_at"	"3.06929801211553"	"3.2895889525426"	"3.02036128264771"	"2.88252453795488"	"3.34183005692051"	"2.25285303097989"	"3.26221370547642"	"2.40312052117582"	"2.39093510710338"	"2.6170003411209"	"2.36735592102602"	"2.61384182187607"	"2.8555191556678"	"3.00945089579869"	"3.3654879848909"	"2.86569605991607"	"2.97405090279288"	"2.72263392253381"	"2"	"2.95182303531591"	"2.33845649360460"	"2.19033169817029"	"2"	"3.20493352235414"	"2.51321760006794"	"2.94001815500766"	"2.73719264270474"	"3.40619942366331"	"2.28780172993023"	"3.89580915016913"	"3.34439227368511"	"2.80277372529198"	"2.85003325768977"	"3.50758603976301"	"3.74888544000952"	"3.04060234011407"	"3.36586221540255"	"3.16435285578444"
"L22009_at"	"3.53160663193272"	"3.47654180902743"	"3.6028193424327"	"3.4696747725518"	"3.61867553888514"	"3.58782317131895"	"3.5434471800817"	"3.6959192528314"	"3.52491514753987"	"3.29225607135648"	"3.73150818359603"	"3.43023635341151"	"3.31785448933147"	"3.48458452928284"	"3.47567118832443"	"3.39567578526994"	"3.38542751480513"	"3.12872228433843"	"3.40756084948636"	"3.59173223895184"	"3.67338957818830"	"3.75250940078884"	"3.44947839918737"	"3.51228406328185"	"3.61605519497659"	"3.30254737248749"	"3.36191661866864"	"3.43055876952276"	"3.40414924920970"	"3.68904233902817"	"3.33605927786635"	"3.65408023530657"	"3.44043676610577"	"3.38969754820639"	"3.40466270087372"	"3.45285933579585"	"3.42975228000241"	"3.32878720035453"
"L22075_at"	"2.12057393120585"	"2.1846914308176"	"2.31386722036915"	"2"	"2.47275644931721"	"2.09342168516224"	"2"	"2.18184358794477"	"2.26717172840301"	"2"	"2.45331834004704"	"2.23299611039215"	"2"	"2"	"2.33445375115093"	"2.13353890837022"	"2.46686762035411"	"2"	"2"	"2.19865708695442"	"2"	"2.47129171105894"	"2"	"2"	"2.18184358794477"	"2"	"2"	"2"	"2"	"2.69722934275972"	"2.8208579894397"	"2.71850168886727"	"2.74663419893758"	"2.29446622616159"	"2.53147891704226"	"2.25527250510331"	"2.20139712432045"	"3.0618293072947"
"L22214_at"	"2.59217675739587"	"2.61278385671974"	"2.63548374681491"	"2.58771096501891"	"2.29666519026153"	"2.48713837547719"	"2.67024585307412"	"2.78958071216443"	"2.28330122870355"	"2.54406804435028"	"2.22530928172586"	"2.41497334797082"	"2.15228834438306"	"2.4456042032736"	"2.35602585719312"	"2.47421626407626"	"2"	"2.43775056282039"	"2.40654018043396"	"2.63144376901317"	"2.19865708695442"	"2.3654879848909"	"2.51054501020661"	"2.41830129131975"	"2.29446622616159"	"2.19865708695442"	"2.75511226639507"	"2.28330122870355"	"2.72098574415374"	"2.64836001098093"	"2.86153441085904"	"2.17897694729317"	"2.50105926221775"	"2.64246452024212"	"2"	"2.56820172406700"	"2.59659709562646"	"2.90525604874845"
"L22342_at"	"3.12515582958053"	"3.12385164096709"	"3.07481644064517"	"3.01157044359728"	"2.88817949391833"	"2.97173959088778"	"3.0733517023869"	"3.02694162795903"	"3.13129779659762"	"2.8926510338773"	"2.74507479158206"	"2.59659709562646"	"2.91698004732038"	"3.03502928220237"	"3.01703333929878"	"2.97034687623009"	"3.23019337886905"	"2.90254677931399"	"2.90741136077459"	"3.15806079393661"	"2.76342799356294"	"2.73957234445009"	"2.65321251377534"	"2.98227123303957"	"2.86213137931304"	"2.80482067872116"	"3.08457627793433"	"3.07881918309885"	"3.06107532362979"	"2.80753502806885"	"3.17114115102838"	"2.35983548233989"	"2.94448267215017"	"2.54530711646582"	"2.72916478969277"	"2.92582757462474"	"2.93851972517649"	"3.32899085544943"
"L23852_at"	"2"	"2"	"2.33845649360460"	"2"	"2.00432137378264"	"2"	"2.17318626841227"	"2.39269695325967"	"2.14301480025410"	"2"	"2"	"2"	"2"	"2.22271647114758"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2"	"2"	"2"	"2.70757017609794"	"2"	"2.26951294421792"	"2.19865708695442"	"2"	"2.31386722036915"	"2"	"2.26007138798507"	"2"	"2"	"2.33445375115093"
"L24559_at"	"3.13576851456782"	"3.02938377768521"	"3.30513631894364"	"2.99299509843134"	"2.70329137811866"	"3.15198239545747"	"3.12613140726198"	"3.09621458534641"	"3.19173039336286"	"3.08564728829686"	"3.10346162209470"	"2.24551266781415"	"2.96754797621886"	"3.08026562733984"	"3.03782475058834"	"3.06557971472845"	"2.72672720902657"	"2.88930170250631"	"2.94596070357757"	"3.34202768808747"	"2.72754125702856"	"3.13161866434913"	"2.84323277809801"	"3.04375512696868"	"3.03502928220237"	"2.94101424370557"	"3.16820274684263"	"3.14891099310936"	"3.13065534902203"	"3.35044185653506"	"2.85672889038288"	"2.97266559226611"	"3.12417805547468"	"2.78031731214015"	"3.08600370561838"	"2.89927318731760"	"2.89872518158949"	"3.15350998930084"
"L24564_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"3.08919836680515"	"2"	"2"	"2"
"L24783_at"	"2.69284691927723"	"2.97173959088778"	"3.01870049866624"	"2.67486114073781"	"2.44715803134222"	"2.75050839485135"	"2.61804809671209"	"2.72427586960079"	"2.79309160017658"	"2.63042787502502"	"2.84633711212981"	"2.40140054078154"	"3.05153839051533"	"2.79098847508882"	"2.70329137811866"	"2.72345567203519"	"3.10653085382238"	"2.79518458968242"	"2.74585519517373"	"2.91328390176042"	"2.7427251313047"	"2.69284691927723"	"2.78604121024255"	"2.99607365448528"	"2.7041505168398"	"2.71683772329952"	"2.45331834004704"	"2.39269695325967"	"2.55990662503611"	"2.56937390961505"	"2.67760695272049"	"2.78031731214015"	"2.74429298312268"	"2.63548374681491"	"2"	"2.5854607295085"	"2.53655844257153"	"2.51851393987789"
